TIME_ID;UNIQUE_ID;CASE_NUMBER;DATE;MONTH;DAY_OF_WEEK;HOUR
426;HOM-A360528-#1;A360528;1996-05-09;5;5;10
427;HOM-A361727-#1;A361727;1996-05-13;5;2;13
428;HOM-A363459-#1;A363459;1996-05-31;5;6;12
429;HOM-A385323-#1;A385323;1996-06-01;6;7;3
430;HOM-A388013-#1;A388013;1996-06-02;6;1;14
431;HOM-A391127-#1;A391127;1996-06-03;6;2;23
432;HOM-A400701-#1;A400701;1996-06-08;6;7;21
433;HOM-A403238-#1;A403238;1996-06-10;6;2;14
434;HOM-A403252-#1;A403252;1996-06-10;6;2;14
435;HOM-A405257-#1;A405257;1996-06-04;6;3;23
436;HOM-A405656-#1;A405656;1996-06-11;6;3;17
437;HOM-A406201-#1;A406201;1996-06-11;6;3;21
438;HOM-A406649-#1;A406649;1996-06-12;6;4;7
439;HOM-A409961-#1;A409961;1996-06-13;6;5;23
440;HOM-A411223-#1;A411223;1996-06-14;6;6;16
441;HOM-A413593-#1;A413593;1996-06-15;6;7;21
442;HOM-A415405-#1;A415405;1996-06-17;6;2;0
443;HOM-A418762-#1;A418762;1996-06-18;6;3;14
444;HOM-A423832-#1;A423832;1996-06-21;6;6;0
445;HOM-A424318-#1;A424318;1996-06-21;6;6;10
446;HOM-A424601-#1;A424601;1996-06-21;6;6;12
447;HOM-A844534-#1;A844534;1996-11-21;11;5;10
448;SHOOT-JG189784-#1;JG189784;2023-03-18;3;7;2
449;SHOOT-JG190610-#1;JG190610;2023-03-18;3;7;20
450;HOM-JG189597-#1;JG189597;2023-03-17;3;6;22
451;SHOOT-JG190007-#1;JG190007;2023-03-18;3;7;11
452;HOM-A425608-#1;A425608;1996-06-21;6;6;21
453;HOM-A426106-#1;A426106;1996-06-22;6;7;2
454;HOM-A428070-#1;A428070;1996-06-23;6;1;2
455;HOM-A429882-#1;A429882;1996-06-24;6;2;2
456;HOM-A432548-#1;A432548;1996-06-25;6;3;13
457;HOM-A432702-#1;A432702;1996-06-25;6;3;15
458;HOM-A433124-#1;A433124;1996-06-25;6;3;18
459;HOM-A433578-#1;A433578;1996-06-25;6;3;22
460;HOM-A437846-#1;A437846;1996-06-28;6;6;1
461;HOM-A440128-#1;A440128;1996-06-29;6;7;4
462;HOM-A441443-#1;A441443;1996-06-29;6;7;20
463;HOM-A442703-#1;A442703;1996-06-30;6;1;14
464;HOM-A453183-#1;A453183;1996-06-08;6;7;11
465;HOM-A477018-#1;A477018;1996-06-30;6;1;23
466;HOM-A483540-#1;A483540;1996-07-04;7;5;4
467;HOM-A484225-#1;A484225;1996-07-04;7;5;17
468;HOM-A484908-#1;A484908;1996-07-05;7;6;0
469;HOM-A485217-#1;A485217;1996-07-05;7;6;6
470;HOM-A495556-#1;A495556;1996-07-10;7;4;11
471;HOM-A496923-#1;A496923;1996-07-10;7;4;23
472;HOM-A498846-#1;A498846;1996-07-11;7;5;22
473;HOM-A500946-#1;A500946;1996-07-12;7;6;23
474;HOM-A500970-#1;A500970;1996-07-12;7;6;23
475;HOM-A501638-#1;A501638;1996-07-13;7;7;10
476;HOM-A504960-#1;A504960;1996-07-15;7;2;1
477;HOM-A504999-#1;A504999;1996-07-15;7;2;0
478;HOM-A505150-#1;A505150;1996-07-15;7;2;0
479;HOM-A507026-#1;A507026;1996-07-16;7;3;0
480;HOM-A508997-#1;A508997;1996-07-17;7;4;0
481;HOM-A509634-#1;A509634;1996-01-24;1;4;9
482;HOM-A511604-#1;A511604;1996-07-18;7;5;11
483;HOM-A513256-#1;A513256;1996-07-19;7;6;2
484;HOM-A516910-#1;A516910;1996-07-20;7;7;23
485;HOM-A518663-#1;A518663;1996-07-22;7;2;0
486;HOM-A520548-#1;A520548;1996-07-22;7;2;21
487;HOM-A530564-#1;A530564;1996-07-27;7;7;22
488;HOM-A572591-#1;A572591;1996-08-04;8;1;7
489;HOM-A579649-#1;A579649;1996-08-07;8;4;1
490;HOM-A585709-#1;A585709;1996-08-09;8;6;14
491;HOM-A589302-#1;A589302;1996-08-10;8;7;23
492;HOM-A589475-#1;A589475;1996-08-11;8;1;0
493;HOM-A590963-#1;A590963;1996-08-11;8;1;19
494;HOM-A591578-#1;A591578;1996-08-12;8;2;1
495;HOM-A596205-#1;A596205;1996-08-13;8;3;20
496;HOM-A605741-#1;A605741;1996-08-17;8;7;19
497;HOM-A606220-#1;A606220;1996-08-18;8;1;0
498;HOM-A609299-#1;A609299;1996-08-19;8;2;11
499;HOM-A613105-#1;A613105;1996-08-20;8;3;20
500;HOM-A613427-#1;A613427;1996-08-20;8;3;23
501;HOM-A616109-#1;A616109;1996-08-22;8;5;2
502;HOM-A616347-#1;A616347;1996-08-22;8;5;8
503;HOM-A616572-#1;A616572;1996-08-21;8;4;20
504;HOM-A616746-#1;A616746;1996-08-22;8;5;1
505;HOM-A618702-#1;A618702;1996-08-23;8;6;4
506;HOM-A619939-#1;A619939;1996-08-23;8;6;16
507;HOM-A620209-#1;A620209;1996-08-23;8;6;18
508;HOM-A620358-#1;A620358;1996-08-23;8;6;20
509;HOM-A620634-#1;A620634;1996-08-23;8;6;22
510;HOM-A621706-#1;A621706;1996-08-24;8;7;12
511;HOM-A622110-#1;A622110;1996-08-24;8;7;14
512;HOM-A625102-#1;A625102;1996-08-25;8;1;21
513;HOM-JD250234-#1;JD250234;2020-06-01;6;2;19
514;HOM-JB311624-#4;JB311624;2018-06-18;6;2;4
515;HOM-HV164849-#7;HV164849;2012-02-19;2;1;18
516;HOM-JF217548-#4;JF217548;2022-04-23;4;7;19
517;HOM-JG126633-#5;JG126633;2023-01-23;1;2;15
518;HOM-A625198-#1;A625198;1996-08-25;8;1;22
519;SHOOT-JD297706-#1;JD297706;2020-07-14;7;3;22
520;HOM-A628908-#1;A628908;1996-08-27;8;3;12
521;HOM-A632596-#1;A632596;1996-08-28;8;4;22
522;HOM-A632679-#1;A632679;1996-08-28;8;4;23
523;HOM-A650144-#1;A650144;1996-09-02;9;2;23
524;HOM-A651989-#1;A651989;1996-09-03;9;3;17
525;HOM-A660510-#1;A660510;1996-09-07;9;7;2
526;HOM-A661260-#1;A661260;1996-09-07;9;7;11
527;HOM-A663537-#1;A663537;1996-09-08;9;1;0
528;SHOOT-JC521133-#2;JC521133;2019-11-23;11;7;1
529;SHOOT-JE126034-#1;JE126034;2021-01-28;1;5;19
530;HOM-A668595-#1;A668595;1996-09-10;9;3;13
531;HOM-A671869-#1;A671869;1996-09-11;9;4;18
532;HOM-A681045-#1;A681045;1996-09-15;9;1;20
533;HOM-A693465-#1;A693465;1996-09-20;9;6;21
534;HOM-A693988-#1;A693988;1996-09-21;9;7;3
535;HOM-A696299-#1;A696299;1996-09-22;9;1;3
536;HOM-A700137-#1;A700137;1996-09-23;9;2;18
537;HOM-A700715-#1;A700715;1996-09-23;9;2;22
538;HOM-A705405-#1;A705405;1996-09-25;9;4;20
539;HOM-A705569-#1;A705569;1996-09-22;9;1;12
540;HOM-A705912-#1;A705912;1996-09-26;9;5;2
541;HOM-A715885-#1;A715885;1996-09-30;9;2;13
542;HOM-A716057-#1;A716057;1996-09-30;9;2;14
543;HOM-A717228-#1;A717228;1996-09-30;9;2;21
544;HOM-A726681-#1;A726681;1996-10-01;10;3;10
545;HOM-A728386-#1;A728386;1996-10-01;10;3;22
546;HOM-A731300-#1;A731300;1996-10-03;10;5;9
547;HOM-A732577-#1;A732577;1996-10-03;10;5;18
548;HOM-A732999-#1;A732999;1996-10-03;10;5;22
549;HOM-A733017-#1;A733017;1996-10-03;10;5;21
550;HOM-A736987-#1;A736987;1996-10-05;10;7;19
551;HOM-A738480-#1;A738480;1996-10-06;10;1;13
552;HOM-A742224-#1;A742224;1996-10-07;10;2;23
553;HOM-A746414-#1;A746414;1996-10-09;10;4;18
554;HOM-A746533-#1;A746533;1996-10-09;10;4;19
555;HOM-A749210-#1;A749210;1996-10-10;10;5;21
556;HOM-A763443-#1;A763443;1996-10-16;10;4;20
557;HOM-A763929-#1;A763929;1996-10-17;10;5;1
558;HOM-A768847-#1;A768847;1996-10-19;10;7;1
559;HOM-A772828-#1;A772828;1996-10-20;10;1;22
560;HOM-A773067-#1;A773067;1996-10-21;10;2;1
561;SHOOT-JG191200-#1;JG191200;2023-03-19;3;1;14
562;HOM-A773706-#1;A773706;1996-10-21;10;2;11
563;HOM-A774348-#1;A774348;1996-10-21;10;2;16
564;HOM-A777083-#1;A777083;1996-10-22;10;3;16
565;HOM-JG208678-#3;JG208678;2023-04-02;4;1;18
566;SHOOT-HZ101863-#1;HZ101863;2016-01-02;1;7;17
567;SHOOT-HZ102261-#1;HZ102261;2016-01-03;1;1;2
568;HOM-JG225210-#2;JG225210;2023-04-16;4;1;1
569;HOM-JG241315-#1;JG241315;2023-04-29;4;7;0
570;SHOOT-HZ102928-#1;HZ102928;2016-01-03;1;1;18
571;SHOOT-JG240957-#1;JG240957;2023-04-28;4;6;17
572;SHOOT-HZ103661-#1;HZ103661;2016-01-04;1;2;12
573;SHOOT-JG241019-#1;JG241019;2023-04-28;4;6;18
574;SHOOT-JG241804-#1;JG241804;2023-04-29;4;7;13
575;HOM-A778322-#1;A778322;1996-10-23;10;4;3
576;HOM-A781969-#1;A781969;1996-10-24;10;5;15
577;HOM-A785456-#1;A785456;1996-10-25;10;6;23
578;HOM-A788664-#1;A788664;1996-10-27;10;1;11
579;HOM-A797398-#2;A797398;1996-10-30;10;4;22
580;HOM-A799691-#1;A799691;1996-10-31;10;5;22
581;HOM-A802212-#1;A802212;1996-11-02;11;7;1
582;HOM-A804365-#1;A804365;1996-11-03;11;1;1
583;HOM-A810040-#1;A810040;1996-11-05;11;3;16
584;HOM-A810797-#1;A810797;1996-11-05;11;3;22
585;HOM-A810975-#1;A810975;1996-11-06;11;4;1
586;HOM-A812949-#1;A812949;1996-11-06;11;4;19
587;HOM-A814745-#1;A814745;1996-11-07;11;5;15
588;HOM-A820663-#1;A820663;1996-11-10;11;1;3
589;HOM-A832282-#1;A832282;1996-11-15;11;6;16
590;HOM-A843331-#1;A843331;1996-11-20;11;4;19
591;HOM-A843916-#1;A843916;1996-11-20;11;4;19
592;HOM-A846882-#1;A846882;1996-11-22;11;6;11
593;HOM-A858088-#1;A858088;1996-11-27;11;4;13
594;HOM-A858959-#1;A858959;1996-11-27;11;4;20
595;HOM-A867495-#1;A867495;1996-12-02;12;2;11
596;HOM-A870430-#1;A870430;1996-12-03;12;3;17
597;HOM-A872630-#1;A872630;1996-12-04;12;4;22
598;HOM-A872827-#1;A872827;1996-12-05;12;5;2
599;HOM-Y405560-#1;Y405560;1994-09-01;9;5;0
600;SHOOT-JG242326-#1;JG242326;2023-04-29;4;7;23
601;HOM-HV445179-#1;HV445179;2012-08-24;8;6;17
602;HOM-JG169965-#1;JG169965;2023-03-01;3;4;9
603;HOM-A877360-#1;A877360;1996-12-07;12;7;2
604;HOM-A879292-#1;A879292;1996-12-07;12;7;23
605;HOM-A887511-#1;A887511;1996-12-11;12;4;14
606;HOM-A895223-#1;A895223;1996-12-15;12;1;3
607;HOM-A899238-#1;A899238;1996-12-16;12;2;23
608;HOM-A905179-#1;A905179;1996-12-19;12;5;17
609;SHOOT-JD326898-#1;JD326898;2020-08-10;8;2;1
610;HOM-A908134-#1;A908134;1996-12-20;12;6;20
611;HOM-A909773-#1;A909773;1996-12-21;12;7;15
612;SHOOT-JE212212-#1;JE212212;2021-04-27;4;3;19
613;HOM-A910245-#1;A910245;1996-12-21;12;7;19
614;HOM-A911049-#1;A911049;1996-12-22;12;1;4
615;HOM-A911082-#1;A911082;1996-12-22;12;1;5
616;HOM-A912679-#1;A912679;1996-12-22;12;1;22
617;HOM-A912797-#1;A912797;1996-12-22;12;1;23
618;HOM-A915046-#1;A915046;1996-12-23;12;2;1
619;SHOOT-JG241407-#1;JG241407;2023-04-29;4;7;4
620;HOM-JG125776-#2;JG125776;2023-01-22;1;1;18
621;HOM-HS371929-#2;HS371929;2010-06-21;6;2;20
622;HOM-A917260-#1;A917260;1996-12-25;12;4;0
623;HOM-A917330-#1;A917330;1996-12-25;12;4;0
624;HOM-A921689-#1;A921689;1996-12-27;12;6;15
625;HOM-JE330041-#2;JE330041;2021-08-08;8;1;1
626;HOM-JF370528-#2;JF370528;2022-08-25;8;5;21
627;HOM-A922915-#1;A922915;1996-12-20;12;6;20
628;HOM-A926213-#1;A926213;1996-12-29;12;1;18
629;HOM-A928975-#1;A928975;1996-12-30;12;2;23
630;HOM-A993525-#1;A993525;1996-12-04;12;4;5
631;HOM-B000038-#1;B000038;1996-12-31;12;3;23
632;HOM-B003173-#1;B003173;1997-01-02;1;5;9
633;HOM-JE386308-#3;JE386308;2021-09-24;9;6;22
634;HOM-HS465732-#2;HS465732;2010-08-16;8;2;16
635;HOM-B005155-#1;B005155;1997-01-03;1;6;1
636;HOM-B011515-#1;B011515;1997-01-06;1;2;2
637;HOM-B022696-#1;B022696;1997-01-11;1;7;2
638;HOM-JE380184-#2;JE380184;2021-09-19;9;1;23
639;HOM-JD304271-#2;JD304271;2020-07-20;7;2;18
640;HOM-B023979-#1;B023979;1997-01-11;1;7;23
641;HOM-B027907-#1;B027907;1997-01-13;1;2;20
642;HOM-B032357-#1;B032357;1997-01-15;1;4;19
643;HOM-B034540-#1;B034540;1997-01-16;1;5;23
644;HOM-HT502251-#2;HT502251;2011-09-18;9;1;7
645;HOM-B041572-#1;B041572;1997-01-20;1;2;10
646;HOM-B041815-#1;B041815;1997-01-20;1;2;17
647;HOM-B042570-#1;B042570;1997-01-20;1;2;21
648;HOM-B043823-#1;B043823;1997-01-21;1;3;14
649;HOM-B045457-#1;B045457;1997-01-22;1;4;10
650;HOM-B046092-#1;B046092;1997-01-22;1;4;15
651;HOM-B050491-#1;B050491;1997-01-24;1;6;14
652;HOM-B051651-#1;B051651;1997-01-24;1;6;20
653;SHOOT-JG196440-#2;JG196440;2023-03-23;3;5;17
654;SHOOT-JG242383-#1;JG242383;2023-04-30;4;1;0
655;SHOOT-JG243055-#1;JG243055;2023-04-30;4;1;15
656;SHOOT-JF226715-#1;JF226715;2022-05-01;5;1;16
657;HOM-JG197476-#1;JG197476;2023-03-24;3;6;15
658;HOM-B052552-#1;B052552;1997-01-25;1;7;3
659;HOM-B052810-#1;B052810;1997-01-25;1;7;14
660;SHOOT-JG197986-#1;JG197986;2023-03-24;3;6;22
661;SHOOT-HZ105578-#1;HZ105578;2016-01-06;1;4;1
662;SHOOT-JG190801-#1;JG190801;2023-03-19;3;1;2
663;HOM-B056526-#1;B056526;1997-01-27;1;2;2
664;HOM-B062238-#1;B062238;1997-01-29;1;4;23
665;HOM-B073417-#1;B073417;1997-02-04;2;3;2
666;HOM-B088508-#1;B088508;1997-02-11;2;3;8
667;HOM-B094577-#1;B094577;1997-02-13;2;5;23
668;HOM-B097661-#1;B097661;1997-02-15;2;7;13
669;SHOOT-JG198204-#1;JG198204;2023-03-25;3;7;3
670;SHOOT-JG199357-#1;JG199357;2023-03-26;3;1;4
671;SHOOT-JG198232-#1;JG198232;2023-03-25;3;7;4
672;SHOOT-JG244644-#1;JG244644;2023-05-01;5;2;22
673;SHOOT-JG190846-#1;JG190846;2023-03-19;3;1;4
674;SHOOT-JG198959-#1;JG198959;2023-03-25;3;7;18
675;HOM-JG199405-#1;JG199405;2023-03-26;3;1;5
676;SHOOT-JG198915-#1;JG198915;2023-03-25;3;7;17
677;HOM-JC335335-#1;JC335335;2019-07-05;7;6;2
678;SHOOT-JD356992-#1;JD356992;2020-09-05;9;7;4
679;HOM-B104908-#1;B104908;1997-02-18;2;3;22
680;HOM-B114026-#1;B114026;1997-02-23;2;1;1
681;HOM-B115086-#1;B115086;1997-02-23;2;1;16
682;SHOOT-JA386975-#1;JA386975;2017-08-11;8;6;13
683;HOM-B139719-#1;B139719;1997-03-07;3;6;2
684;HOM-B141692-#1;B141692;1997-03-07;3;6;23
685;HOM-B145798-#1;B145798;1997-03-10;3;2;0
686;SHOOT-JD411868-#1;JD411868;2020-10-26;10;2;18
687;HOM-B153764-#1;B153764;1997-03-13;3;5;16
688;SHOOT-JF276431-#1;JF276431;2022-06-12;6;1;1
689;SHOOT-JG102312-#1;JG102312;2023-01-02;1;2;21
690;HOM-JG241702-#1;JG241702;2023-04-29;4;7;12
691;SHOOT-JG200257-#1;JG200257;2023-03-26;3;1;22
692;HOM-JB400219-#1;JB400219;2018-08-19;8;1;15
693;HOM-B162820-#1;B162820;1997-03-17;3;2;23
694;HOM-B170645-#1;B170645;1997-03-21;3;6;22
695;HOM-B172514-#1;B172514;1997-03-22;3;7;20
696;HOM-B181620-#1;B181620;1997-03-27;3;5;2
697;HOM-B185913-#1;B185913;1997-03-28;3;6;20
698;HOM-B193140-#1;B193140;1997-04-01;4;3;8
699;HOM-B194426-#1;B194426;1997-04-01;4;3;19
700;HOM-JF501659-#2;JF501659;2022-12-07;12;4;15
701;SHOOT-HZ171799-#1;HZ171799;2016-03-02;3;4;12
702;SHOOT-HZ304215-#1;HZ304215;2016-06-12;6;1;11
703;HOM-HP329147-#1;HP329147;2008-05-11;5;1;2
704;HOM-JB303350-#1;JB303350;2018-06-12;6;3;8
705;HOM-JB510461-#1;JB510461;2018-11-10;11;7;0
706;SHOOT-HZ498211-#1;HZ498211;2016-11-01;11;3;14
707;SHOOT-HZ523863-#1;HZ523863;2016-11-21;11;2;13
708;SHOOT-JA275085-#1;JA275085;2017-05-22;5;2;20
709;SHOOT-JB481026-#1;JB481026;2018-10-18;10;5;21
710;SHOOT-JC216736-#1;JC216736;2019-04-08;4;2;17
711;SHOOT-JC265498-#1;JC265498;2019-04-21;4;1;1
712;HOM-B198035-#1;B198035;1997-04-03;4;5;14
713;SHOOT-JC436099-#1;JC436099;2019-09-16;9;2;17
714;HOM-B200931-#1;B200931;1997-04-04;4;6;20
715;HOM-B215908-#1;B215908;1997-04-11;4;6;12
716;HOM-B221499-#1;B221499;1997-04-13;4;1;20
717;HOM-B221824-#1;B221824;1997-04-13;4;1;23
718;HOM-B225059-#1;B225059;1997-04-15;4;3;15
719;HOM-B237365-#1;B237365;1997-04-20;4;1;19
720;SHOOT-JE330545-#1;JE330545;2021-08-08;8;1;14
721;SHOOT-JE387032-#1;JE387032;2021-09-25;9;7;13
722;SHOOT-JE376143-#1;JE376143;2021-09-16;9;5;17
723;SHOOT-JE155017-#1;JE155017;2021-02-28;2;1;12
724;SHOOT-JC366313-#1;JC366313;2019-07-27;7;7;0
725;HOM-B237676-#1;B237676;1997-04-20;4;1;23
726;HOM-B241505-#1;B241505;1997-04-22;4;3;16
727;SHOOT-JF191007-#1;JF191007;2022-03-30;3;4;2
728;SHOOT-HZ106720-#1;HZ106720;2016-01-06;1;4;23
729;SHOOT-HZ107209-#1;HZ107209;2016-01-07;1;5;13
730;SHOOT-HZ107522-#1;HZ107522;2016-01-07;1;5;17
731;SHOOT-HZ107557-#1;HZ107557;2016-01-07;1;5;18
732;SHOOT-HZ107723-#1;HZ107723;2016-01-07;1;5;20
733;SHOOT-HZ108194-#1;HZ108194;2016-01-08;1;6;10
734;SHOOT-JG233920-#1;JG233920;2023-04-23;4;1;0
735;HOM-B242443-#1;B242443;1997-04-23;4;4;1
736;HOM-B246461-#1;B246461;1997-04-24;4;5;21
737;HOM-B252819-#1;B252819;1997-04-27;4;1;20
738;HOM-B265353-#1;B265353;1997-05-02;5;6;22
739;HOM-B266316-#1;B266316;1997-05-03;5;7;11
740;HOM-B267910-#1;B267910;1997-05-04;5;1;0
741;HOM-B268030-#1;B268030;1997-05-04;5;1;0
742;HOM-B268033-#1;B268033;1997-05-04;5;1;1
743;HOM-B272450-#1;B272450;1997-05-05;5;2;22
744;HOM-B280141-#1;B280141;1997-05-08;5;5;23
745;HOM-B281795-#1;B281795;1997-05-09;5;6;19
746;HOM-B284679-#1;B284679;1997-05-11;5;1;0
747;HOM-JF281025-#1;JF281025;2022-06-15;6;4;18
748;SHOOT-JG241645-#1;JG241645;2023-04-29;4;7;10
749;SHOOT-JG241999-#1;JG241999;2023-04-29;4;7;16
750;SHOOT-JG241681-#1;JG241681;2023-04-29;4;7;11
751;HOM-B284981-#1;B284981;1997-05-11;5;1;3
752;HOM-B285453-#1;B285453;1997-05-11;5;1;11
753;HOM-B289390-#1;B289390;1997-05-13;5;3;0
754;SHOOT-JD216194-#1;JD216194;2020-04-24;4;6;15
755;HOM-B297797-#1;B297797;1997-05-16;5;6;23
756;HOM-B303506-#1;B303506;1997-05-19;5;2;12
757;HOM-B308171-#1;B308171;1997-05-21;5;4;22
758;HOM-B309557-#1;B309557;1997-05-22;5;5;16
759;HOM-B310120-#1;B310120;1997-05-22;5;5;20
760;HOM-B312804-#1;B312804;1997-05-24;5;7;0
761;HOM-B321281-#1;B321281;1997-05-27;5;3;23
762;HOM-B328132-#1;B328132;1997-05-30;5;6;20
763;SHOOT-JD400166-#1;JD400166;2020-10-15;10;5;12
764;SHOOT-JD400675-#1;JD400675;2020-10-15;10;5;19
765;SHOOT-JD228487-#1;JD228487;2020-05-09;5;7;22
766;SHOOT-JD269180-#1;JD269180;2020-06-19;6;6;14
767;SHOOT-JD285019-#1;JD285019;2020-07-03;7;6;20
768;SHOOT-JD305486-#1;JD305486;2020-07-21;7;3;19
769;HOM-B328824-#1;B328824;1997-05-31;5;7;3
770;HOM-B331550-#1;B331550;1997-06-01;6;1;13
771;HOM-B332209-#1;B332209;1997-05-31;5;7;5
772;HOM-B332855-#1;B332855;1997-06-02;6;2;2
773;HOM-B333009-#1;B333009;1997-06-02;6;2;6
774;HOM-B343137-#1;B343137;1997-06-06;6;6;8
775;HOM-B348853-#1;B348853;1997-06-08;6;1;17
776;HOM-B349406-#1;B349406;1997-06-08;6;1;22
777;HOM-B354957-#1;B354957;1997-06-11;6;4;2
778;SHOOT-JD222447-#2;JD222447;2020-05-02;5;7;16
779;HOM-B362326-#1;B362326;1997-06-14;6;7;3
780;HOM-B364968-#1;B364968;1997-06-15;6;1;10
781;HOM-B368759-#1;B368759;1997-06-14;6;7;2
782;HOM-B381792-#1;B381792;1997-06-22;6;1;2
783;SHOOT-JG242242-#1;JG242242;2023-04-29;4;7;21
784;HOM-B383441-#1;B383441;1997-06-22;6;1;20
785;HOM-B383891-#1;B383891;1997-06-23;6;2;1
786;HOM-B385946-#1;B385946;1997-06-24;6;3;1
787;SHOOT-HZ108726-#1;HZ108726;2016-01-08;1;6;16
788;SHOOT-HZ109072-#1;HZ109072;2016-01-08;1;6;21
789;HOM-JG242618-#1;JG242618;2023-04-30;4;1;9
790;HOM-JG242828-#1;JG242828;2023-04-30;4;1;12
791;HOM-JG243075-#1;JG243075;2023-04-30;4;1;16
792;SHOOT-JG243402-#1;JG243402;2023-05-01;5;2;0
793;SHOOT-JG242528-#1;JG242528;2023-04-30;4;1;3
794;SHOOT-JG243255-#1;JG243255;2023-04-30;4;1;19
795;HOM-B392213-#1;B392213;1997-06-26;6;5;21
796;HOM-B394482-#1;B394482;1997-06-27;6;6;21
797;HOM-B398963-#1;B398963;1997-06-29;6;1;20
798;HOM-B404620-#1;B404620;1997-07-01;7;3;22
799;HOM-B409551-#1;B409551;1997-07-03;7;5;22
800;HOM-B411488-#1;B411488;1997-07-04;7;6;22
801;HOM-B413816-#1;B413816;1997-07-06;7;1;0
802;HOM-B415287-#1;B415287;1997-07-06;7;1;18
803;HOM-B423151-#1;B423151;1997-07-09;7;4;22
804;HOM-B425254-#1;B425254;1997-07-10;7;5;21
805;SHOOT-JA297747-#1;JA297747;2017-06-08;6;5;11
806;HOM-JF445152-#1;JF445152;2022-10-22;10;7;21
807;SHOOT-JG243341-#1;JG243341;2023-04-30;4;1;22
808;SHOOT-JA120938-#1;JA120938;2017-01-18;1;4;18
809;SHOOT-JA311836-#1;JA311836;2017-06-18;6;1;2
810;SHOOT-JA345827-#1;JA345827;2017-07-13;7;5;2
811;HOM-B425732-#1;B425732;1997-07-11;7;6;2
812;HOM-B428026-#1;B428026;1997-07-12;7;7;0
813;SHOOT-JC112671-#1;JC112671;2019-01-11;1;6;9
814;HOM-B435135-#1;B435135;1997-07-14;7;2;22
815;SHOOT-JC251477-#1;JC251477;2019-05-06;5;2;1
816;HOM-B437965-#1;B437965;1997-07-16;7;4;1
817;HOM-B440060-#1;B440060;1997-07-16;7;4;22
818;HOM-B443027-#1;B443027;1997-07-18;7;6;4
819;HOM-B445517-#1;B445517;1997-07-19;7;7;2
820;HOM-B450702-#1;B450702;1997-07-21;7;2;10
821;SHOOT-JE361812-#1;JE361812;2021-09-04;9;7;20
822;HOM-B452523-#1;B452523;1997-07-21;7;2;21
823;HOM-B452768-#1;B452768;1997-07-22;7;3;0
824;HOM-B455322-#1;B455322;1997-07-23;7;4;0
825;SHOOT-JA433129-#1;JA433129;2017-09-15;9;6;23
826;HOM-B455481-#1;B455481;1997-07-23;7;4;2
827;HOM-B458200-#1;B458200;1997-07-24;7;5;6
828;HOM-B460122-#1;B460122;1997-07-24;7;5;22
829;HOM-B460303-#1;B460303;1997-07-25;7;6;0
830;HOM-B460405-#1;B460405;1997-07-25;7;6;1
831;HOM-B462617-#1;B462617;1997-07-26;7;7;0
832;SHOOT-JG203379-#1;JG203379;2023-03-29;3;4;12
833;HOM-JG244387-#1;JG244387;2023-05-01;5;2;9
834;SHOOT-JG242728-#1;JG242728;2023-04-30;4;1;11
835;SHOOT-JG203779-#1;JG203779;2023-03-29;3;4;17
836;HOM-JG204094-#1;JG204094;2023-03-29;3;4;22
837;SHOOT-HZ109614-#1;HZ109614;2016-01-09;1;7;11
838;SHOOT-HZ109673-#1;HZ109673;2016-01-09;1;7;12
839;SHOOT-JD307878-#2;JD307878;2020-07-23;7;5;23
840;HOM-B462655-#1;B462655;1997-07-25;7;6;23
841;HOM-B463253-#1;B463253;1997-07-26;7;7;4
842;HOM-B463714-#1;B463714;1997-07-26;7;7;13
843;HOM-B470912-#1;B470912;1997-07-29;7;3;13
844;HOM-B493163-#1;B493163;1997-08-07;8;5;15
845;HOM-B498776-#1;B498776;1997-08-09;8;7;19
846;HOM-B501393-#1;B501393;1997-08-10;8;1;21
847;HOM-B503984-#1;B503984;1997-08-11;8;2;15
848;HOM-B504606-#1;B504606;1997-08-12;8;3;1
849;SHOOT-JE381492-#1;JE381492;2021-09-20;9;2;22
850;SHOOT-JG204507-#1;JG204507;2023-03-30;3;5;10
851;SHOOT-JG205313-#2;JG205313;2023-03-30;3;5;21
852;SHOOT-JD433416-#1;JD433416;2020-11-16;11;2;21
853;HOM-B513589-#1;B513589;1997-08-15;8;6;22
854;HOM-B514428-#1;B514428;1997-08-16;8;7;9
855;HOM-B521272-#1;B521272;1997-08-19;8;3;3
856;HOM-B525511-#1;B525511;1997-08-20;8;4;21
857;HOM-B530410-#1;B530410;1997-08-22;8;6;21
858;HOM-B531410-#1;B531410;1997-08-23;8;7;11
859;HOM-B532561-#1;B532561;1997-08-23;8;7;20
860;HOM-B533108-#1;B533108;1997-08-24;8;1;2
861;SHOOT-HZ109682-#1;HZ109682;2016-01-09;1;7;12
862;SHOOT-JG205371-#1;JG205371;2023-03-30;3;5;22
863;SHOOT-HZ109793-#1;HZ109793;2016-01-09;1;7;14
864;HOM-JG173846-#2;JG173846;2023-03-04;3;7;14
865;HOM-JG206641-#1;JG206641;2023-03-31;3;6;22
866;HOM-B535558-#1;B535558;1997-08-25;8;2;19
867;HOM-B540224-#1;B540224;1997-08-27;8;4;0
868;HOM-B544256-#1;B544256;1997-08-28;8;5;17
869;HOM-B544594-#1;B544594;1997-08-28;8;5;19
870;HOM-B549094-#1;B549094;1997-08-30;8;7;17
871;HOM-B555648-#1;B555648;1997-09-01;9;2;10
872;HOM-JG205699-#1;JG205699;2023-03-31;3;6;9
